evidence_id,case_id,evidence_type,reference_id,added_at,added_by
EVD-000332,CASE-00056,campaign,CAMP-013,2026-05-31 00:00:00,MOD-001
EVD-000333,CASE-00057,comment,COM-002263,2026-04-04 00:00:00,MOD-001
EVD-000334,CASE-00057,comment,COM-002258,2026-04-04 00:00:00,MOD-001
EVD-000335,CASE-00057,comment,COM-002279,2026-04-04 00:00:00,MOD-001
EVD-000336,CASE-00057,report,REP-001130,2026-04-04 00:00:00,MOD-001
EVD-000337,CASE-00057,report,REP-001134,2026-04-04 00:00:00,MOD-001
EVD-000338,CASE-00057,campaign,CAMP-007,2026-04-04 00:00:00,MOD-001
EVD-000339,CASE-00058,comment,COM-002310,2026-03-09 00:00:00,MOD-004
EVD-000340,CASE-00058,comment,COM-002315,2026-03-09 00:00:00,MOD-004
EVD-000341,CASE-00058,comment,COM-002317,2026-03-09 00:00:00,MOD-004
EVD-000342,CASE-00058,report,REP-001160,2026-03-09 00:00:00,MOD-004
EVD-000343,CASE-00058,report,REP-001156,2026-03-09 00:00:00,MOD-004
EVD-000344,CASE-00058,campaign,CAMP-016,2026-03-09 00:00:00,MOD-004
EVD-000345,CASE-00059,comment,COM-002356,2026-03-23 20:54:50,MOD-003
EVD-000346,CASE-00059,comment,COM-002360,2026-03-23 20:54:50,MOD-003
EVD-000347,CASE-00059,comment,COM-002391,2026-03-23 20:54:50,MOD-003
EVD-000348,CASE-00059,report,REP-001196,2026-03-23 20:54:50,MOD-003
EVD-000349,CASE-00059,report,REP-001197,2026-03-23 20:54:50,MOD-003
EVD-000350,CASE-00059,campaign,CAMP-003,2026-03-23 20:54:50,MOD-003
EVD-000351,CASE-00060,comment,COM-002415,2026-01-08 12:31:54,MOD-008
EVD-000352,CASE-00060,comment,COM-002424,2026-01-08 12:31:54,MOD-008
EVD-000353,CASE-00060,comment,COM-002433,2026-01-08 12:31:54,MOD-008
EVD-000354,CASE-00060,report,REP-001214,2026-01-08 12:31:54,MOD-008
EVD-000355,CASE-00060,report,REP-001215,2026-01-08 12:31:54,MOD-008
EVD-000356,CASE-00060,campaign,CAMP-014,2026-01-08 12:31:54,MOD-008
EVD-000357,CASE-00061,comment,COM-002437,2026-05-11 19:46:32,MOD-002
EVD-000358,CASE-00061,comment,COM-002447,2026-05-11 19:46:32,MOD-002
EVD-000359,CASE-00061,comment,COM-002449,2026-05-11 19:46:32,MOD-002
EVD-000360,CASE-00061,report,REP-001219,2026-05-11 19:46:32,MOD-002
EVD-000361,CASE-00061,report,REP-001218,2026-05-11 19:46:32,MOD-002
EVD-000362,CASE-00061,campaign,CAMP-016,2026-05-11 19:46:32,MOD-002
EVD-000363,CASE-00062,comment,COM-002493,2026-05-11 02:11:12,MOD-007
EVD-000364,CASE-00062,comment,COM-002499,2026-05-11 02:11:12,MOD-007
EVD-000365,CASE-00062,comment,COM-002508,2026-05-11 02:11:12,MOD-007
EVD-000366,CASE-00062,report,REP-001243,2026-05-11 02:11:12,MOD-007
EVD-000367,CASE-00062,report,REP-001244,2026-05-11 02:11:12,MOD-007
EVD-000368,CASE-00062,campaign,CAMP-015,2026-05-11 02:11:12,MOD-007
EVD-000369,CASE-00063,comment,COM-002540,2026-02-23 16:32:29,MOD-001
EVD-000370,CASE-00063,comment,COM-002550,2026-02-23 16:32:29,MOD-001
EVD-000371,CASE-00063,comment,COM-002555,2026-02-23 16:32:29,MOD-001
EVD-000372,CASE-00063,report,REP-001250,2026-02-23 16:32:29,MOD-001
EVD-000373,CASE-00063,report,REP-001249,2026-02-23 16:32:29,MOD-001
EVD-000374,CASE-00063,campaign,CAMP-004,2026-02-23 16:32:29,MOD-001
EVD-000375,CASE-00064,comment,COM-002604,2025-12-11 00:00:00,MOD-001
EVD-000376,CASE-00064,comment,COM-002588,2025-12-11 00:00:00,MOD-001
EVD-000377,CASE-00064,comment,COM-002587,2025-12-11 00:00:00,MOD-001
EVD-000378,CASE-00064,report,REP-001263,2025-12-11 00:00:00,MOD-001
EVD-000379,CASE-00064,report,REP-001262,2025-12-11 00:00:00,MOD-001
EVD-000380,CASE-00064,campaign,CAMP-010,2025-12-11 00:00:00,MOD-001
EVD-000381,CASE-00065,comment,COM-002612,2026-04-19 22:00:28,MOD-002
EVD-000382,CASE-00065,comment,COM-002615,2026-04-19 22:00:28,MOD-002
EVD-000383,CASE-00065,comment,COM-002611,2026-04-19 22:00:28,MOD-002
EVD-000384,CASE-00065,report,REP-001289,2026-04-19 22:00:28,MOD-002
EVD-000385,CASE-00065,report,REP-001292,2026-04-19 22:00:28,MOD-002
EVD-000386,CASE-00065,campaign,CAMP-015,2026-04-19 22:00:28,MOD-002
EVD-000387,CASE-00066,comment,COM-002692,2026-05-09 10:07:41,MOD-004
EVD-000388,CASE-00066,comment,COM-002667,2026-05-09 10:07:41,MOD-004
EVD-000389,CASE-00066,comment,COM-002668,2026-05-09 10:07:41,MOD-004
EVD-000390,CASE-00066,report,REP-001302,2026-05-09 10:07:41,MOD-004
EVD-000391,CASE-00066,report,REP-001300,2026-05-09 10:07:41,MOD-004
EVD-000392,CASE-00066,campaign,CAMP-011,2026-05-09 10:07:41,MOD-004
EVD-000393,CASE-00067,comment,COM-002716,2026-01-16 03:00:58,MOD-007
EVD-000394,CASE-00067,comment,COM-002731,2026-01-16 03:00:58,MOD-007
EVD-000395,CASE-00067,comment,COM-002718,2026-01-16 03:00:58,MOD-007
EVD-000396,CASE-00067,report,REP-001325,2026-01-16 03:00:58,MOD-007
EVD-000397,CASE-00067,report,REP-001327,2026-01-16 03:00:58,MOD-007
EVD-000398,CASE-00067,campaign,CAMP-013,2026-01-16 03:00:58,MOD-007
EVD-000399,CASE-00068,comment,COM-002762,2026-05-06 17:40:09,MOD-008
EVD-000400,CASE-00068,comment,COM-002765,2026-05-06 17:40:09,MOD-008
EVD-000401,CASE-00068,comment,COM-002767,2026-05-06 17:40:09,MOD-008
EVD-000402,CASE-00068,report,REP-001336,2026-05-06 17:40:09,MOD-008
EVD-000403,CASE-00068,report,REP-001334,2026-05-06 17:40:09,MOD-008
EVD-000404,CASE-00068,campaign,CAMP-005,2026-05-06 17:40:09,MOD-008
EVD-000405,CASE-00069,comment,COM-002798,2026-03-30 00:00:00,MOD-008
EVD-000406,CASE-00069,comment,COM-002796,2026-03-30 00:00:00,MOD-008
EVD-000407,CASE-00069,comment,COM-002790,2026-03-30 00:00:00,MOD-008
EVD-000408,CASE-00069,report,REP-001340,2026-03-30 00:00:00,MOD-008
EVD-000409,CASE-00069,report,REP-001342,2026-03-30 00:00:00,MOD-008
EVD-000410,CASE-00069,campaign,CAMP-016,2026-03-30 00:00:00,MOD-008
EVD-000411,CASE-00070,comment,COM-002806,2026-01-12 00:00:00,MOD-001
EVD-000412,CASE-00070,comment,COM-002811,2026-01-12 00:00:00,MOD-001
EVD-000413,CASE-00070,comment,COM-002824,2026-01-12 00:00:00,MOD-001
EVD-000414,CASE-00070,report,REP-001360,2026-01-12 00:00:00,MOD-001
EVD-000415,CASE-00070,report,REP-001362,2026-01-12 00:00:00,MOD-001
EVD-000416,CASE-00070,campaign,CAMP-016,2026-01-12 00:00:00,MOD-001
EVD-000417,CASE-00071,comment,COM-002853,2025-12-17 00:00:00,MOD-002
EVD-000418,CASE-00071,comment,COM-002850,2025-12-17 00:00:00,MOD-002
EVD-000419,CASE-00071,comment,COM-002852,2025-12-17 00:00:00,MOD-002
EVD-000420,CASE-00071,report,REP-001391,2025-12-17 00:00:00,MOD-002
EVD-000421,CASE-00071,report,REP-001392,2025-12-17 00:00:00,MOD-002
EVD-000422,CASE-00071,campaign,CAMP-012,2025-12-17 00:00:00,MOD-002
EVD-000423,CASE-00072,comment,COM-002890,2026-05-10 01:31:34,MOD-007
EVD-000424,CASE-00072,comment,COM-002875,2026-05-10 01:31:34,MOD-007
EVD-000425,CASE-00072,comment,COM-002865,2026-05-10 01:31:34,MOD-007
EVD-000426,CASE-00072,report,REP-001403,2026-05-10 01:31:34,MOD-007
EVD-000427,CASE-00072,report,REP-001408,2026-05-10 01:31:34,MOD-007
EVD-000428,CASE-00072,campaign,CAMP-010,2026-05-10 01:31:34,MOD-007
EVD-000429,CASE-00073,comment,COM-002901,2026-01-30 11:20:18,MOD-007
EVD-000430,CASE-00073,comment,COM-002898,2026-01-30 11:20:18,MOD-007
EVD-000431,CASE-00073,comment,COM-002900,2026-01-30 11:20:18,MOD-007
EVD-000432,CASE-00073,report,REP-001424,2026-01-30 11:20:18,MOD-007
EVD-000433,CASE-00073,report,REP-001426,2026-01-30 11:20:18,MOD-007
EVD-000434,CASE-00073,campaign,CAMP-010,2026-01-30 11:20:18,MOD-007
EVD-000435,CASE-00074,comment,COM-002935,2026-05-30 12:11:48,MOD-007
EVD-000436,CASE-00074,comment,COM-002924,2026-05-30 12:11:48,MOD-007
EVD-000437,CASE-00074,comment,COM-002927,2026-05-30 12:11:48,MOD-007
EVD-000438,CASE-00074,report,REP-001442,2026-05-30 12:11:48,MOD-007
EVD-000439,CASE-00074,report,REP-001444,2026-05-30 12:11:48,MOD-007
EVD-000440,CASE-00074,campaign,CAMP-006,2026-05-30 12:11:48,MOD-007
EVD-000441,CASE-00075,comment,COM-002962,2026-06-03 06:04:10,MOD-008
EVD-000442,CASE-00075,comment,COM-002957,2026-06-03 06:04:10,MOD-008
EVD-000443,CASE-00075,comment,COM-002967,2026-06-03 06:04:10,MOD-008
EVD-000444,CASE-00075,report,REP-001461,2026-06-03 06:04:10,MOD-008
EVD-000445,CASE-00075,report,REP-001460,2026-06-03 06:04:10,MOD-008
EVD-000446,CASE-00075,campaign,CAMP-016,2026-06-03 06:04:10,MOD-008
EVD-000447,CASE-00076,comment,COM-003002,2026-03-26 11:56:15,MOD-008
EVD-000448,CASE-00076,comment,COM-003003,2026-03-26 11:56:15,MOD-008
EVD-000449,CASE-00076,comment,COM-003004,2026-03-26 11:56:15,MOD-008
EVD-000450,CASE-00076,report,REP-001485,2026-03-26 11:56:15,MOD-008
EVD-000451,CASE-00076,report,REP-001490,2026-03-26 11:56:15,MOD-008
EVD-000452,CASE-00076,campaign,CAMP-006,2026-03-26 11:56:15,MOD-008
EVD-000453,CASE-00077,comment,COM-003044,2026-05-20 14:55:28,MOD-005
EVD-000454,CASE-00077,comment,COM-003062,2026-05-20 14:55:28,MOD-005
EVD-000455,CASE-00077,comment,COM-003054,2026-05-20 14:55:28,MOD-005
EVD-000456,CASE-00077,report,REP-001518,2026-05-20 14:55:28,MOD-005
EVD-000457,CASE-00077,report,REP-001519,2026-05-20 14:55:28,MOD-005
EVD-000458,CASE-00077,campaign,CAMP-012,2026-05-20 14:55:28,MOD-005
EVD-000459,CASE-00078,comment,COM-003135,2026-04-07 00:00:00,MOD-001
EVD-000460,CASE-00078,comment,COM-003143,2026-04-07 00:00:00,MOD-001
EVD-000461,CASE-00078,comment,COM-003140,2026-04-07 00:00:00,MOD-001
EVD-000462,CASE-00078,report,REP-001540,2026-04-07 00:00:00,MOD-001
EVD-000463,CASE-00078,report,REP-001538,2026-04-07 00:00:00,MOD-001
EVD-000464,CASE-00078,campaign,CAMP-012,2026-04-07 00:00:00,MOD-001
EVD-000465,CASE-00079,comment,COM-003149,2026-03-13 00:00:00,MOD-001
EVD-000466,CASE-00079,comment,COM-003148,2026-03-13 00:00:00,MOD-001
EVD-000467,CASE-00079,comment,COM-003153,2026-03-13 00:00:00,MOD-001
EVD-000468,CASE-00079,report,REP-001556,2026-03-13 00:00:00,MOD-001
EVD-000469,CASE-00079,report,REP-001558,2026-03-13 00:00:00,MOD-001
EVD-000470,CASE-00079,campaign,CAMP-006,2026-03-13 00:00:00,MOD-001
EVD-000471,CASE-00080,comment,COM-003201,2026-01-08 11:52:40,MOD-003
EVD-000472,CASE-00080,comment,COM-003214,2026-01-08 11:52:40,MOD-003
EVD-000473,CASE-00080,comment,COM-003216,2026-01-08 11:52:40,MOD-003
EVD-000474,CASE-00080,report,REP-001606,2026-01-08 11:52:40,MOD-003
EVD-000475,CASE-00080,report,REP-001607,2026-01-08 11:52:40,MOD-003
EVD-000476,CASE-00080,campaign,CAMP-003,2026-01-08 11:52:40,MOD-003
EVD-000477,CASE-00081,comment,COM-003241,2026-05-18 00:00:00,MOD-003
EVD-000478,CASE-00081,comment,COM-003253,2026-05-18 00:00:00,MOD-003
EVD-000479,CASE-00081,comment,COM-003249,2026-05-18 00:00:00,MOD-003
EVD-000480,CASE-00081,report,REP-001622,2026-05-18 00:00:00,MOD-003
EVD-000481,CASE-00081,report,REP-001626,2026-05-18 00:00:00,MOD-003
EVD-000482,CASE-00081,campaign,CAMP-003,2026-05-18 00:00:00,MOD-003
EVD-000483,CASE-00082,comment,COM-003275,2026-05-15 00:00:00,MOD-004
EVD-000484,CASE-00082,comment,COM-003299,2026-05-15 00:00:00,MOD-004
EVD-000485,CASE-00082,comment,COM-003285,2026-05-15 00:00:00,MOD-004
EVD-000486,CASE-00082,report,REP-001633,2026-05-15 00:00:00,MOD-004
EVD-000487,CASE-00082,report,REP-001635,2026-05-15 00:00:00,MOD-004
EVD-000488,CASE-00082,campaign,CAMP-009,2026-05-15 00:00:00,MOD-004
EVD-000489,CASE-00083,comment,COM-003307,2026-02-18 00:00:00,MOD-004
EVD-000490,CASE-00083,comment,COM-003302,2026-02-18 00:00:00,MOD-004
EVD-000491,CASE-00083,comment,COM-003310,2026-02-18 00:00:00,MOD-004
EVD-000492,CASE-00083,report,REP-001655,2026-02-18 00:00:00,MOD-004
EVD-000493,CASE-00083,report,REP-001653,2026-02-18 00:00:00,MOD-004
EVD-000494,CASE-00083,campaign,CAMP-012,2026-02-18 00:00:00,MOD-004
EVD-000495,CASE-00084,comment,COM-003324,2026-01-04 00:00:00,MOD-002
EVD-000496,CASE-00084,comment,COM-003325,2026-01-04 00:00:00,MOD-002
EVD-000497,CASE-00084,comment,COM-003326,2026-01-04 00:00:00,MOD-002
EVD-000498,CASE-00084,report,REP-001674,2026-01-04 00:00:00,MOD-002
EVD-000499,CASE-00084,report,REP-001673,2026-01-04 00:00:00,MOD-002
EVD-000500,CASE-00084,campaign,CAMP-006,2026-01-04 00:00:00,MOD-002
EVD-000501,CASE-00085,comment,COM-003377,2026-04-07 07:49:18,MOD-005
EVD-000502,CASE-00085,comment,COM-003384,2026-04-07 07:49:18,MOD-005
EVD-000503,CASE-00085,comment,COM-003375,2026-04-07 07:49:18,MOD-005
EVD-000504,CASE-00085,report,REP-001703,2026-04-07 07:49:18,MOD-005
EVD-000505,CASE-00085,report,REP-001702,2026-04-07 07:49:18,MOD-005
EVD-000506,CASE-00085,campaign,CAMP-011,2026-04-07 07:49:18,MOD-005
EVD-000507,CASE-00086,comment,COM-003397,2026-05-02 11:40:39,MOD-004
EVD-000508,CASE-00086,comment,COM-003396,2026-05-02 11:40:39,MOD-004
EVD-000509,CASE-00086,comment,COM-003390,2026-05-02 11:40:39,MOD-004
EVD-000510,CASE-00086,report,REP-001714,2026-05-02 11:40:39,MOD-004
EVD-000511,CASE-00086,campaign,CAMP-004,2026-05-02 11:40:39,MOD-004
EVD-000512,CASE-00087,comment,COM-003407,2026-03-27 07:26:40,MOD-005
EVD-000513,CASE-00087,comment,COM-003422,2026-03-27 07:26:40,MOD-005
EVD-000514,CASE-00087,comment,COM-003414,2026-03-27 07:26:40,MOD-005
EVD-000515,CASE-00087,report,REP-001716,2026-03-27 07:26:40,MOD-005
EVD-000516,CASE-00087,report,REP-001719,2026-03-27 07:26:40,MOD-005
EVD-000517,CASE-00087,campaign,CAMP-010,2026-03-27 07:26:40,MOD-005
EVD-000518,CASE-00088,comment,COM-003431,2026-04-06 03:20:16,MOD-002
EVD-000519,CASE-00088,comment,COM-003429,2026-04-06 03:20:16,MOD-002
EVD-000520,CASE-00088,comment,COM-003442,2026-04-06 03:20:16,MOD-002
EVD-000521,CASE-00088,report,REP-001727,2026-04-06 03:20:16,MOD-002
EVD-000522,CASE-00088,report,REP-001729,2026-04-06 03:20:16,MOD-002
EVD-000523,CASE-00088,campaign,CAMP-010,2026-04-06 03:20:16,MOD-002
EVD-000524,CASE-00089,comment,COM-003471,2026-06-03 17:33:41,MOD-002
EVD-000525,CASE-00089,comment,COM-003464,2026-06-03 17:33:41,MOD-002
EVD-000526,CASE-00089,comment,COM-003486,2026-06-03 17:33:41,MOD-002
EVD-000527,CASE-00089,report,REP-001739,2026-06-03 17:33:41,MOD-002
EVD-000528,CASE-00089,report,REP-001737,2026-06-03 17:33:41,MOD-002
EVD-000529,CASE-00089,campaign,CAMP-002,2026-06-03 17:33:41,MOD-002
EVD-000530,CASE-00090,comment,COM-003507,2026-05-25 11:29:55,MOD-005
EVD-000531,CASE-00090,comment,COM-003496,2026-05-25 11:29:55,MOD-005
EVD-000532,CASE-00090,comment,COM-003494,2026-05-25 11:29:55,MOD-005
EVD-000533,CASE-00090,report,REP-001759,2026-05-25 11:29:55,MOD-005
EVD-000534,CASE-00090,report,REP-001758,2026-05-25 11:29:55,MOD-005
EVD-000535,CASE-00090,campaign,CAMP-010,2026-05-25 11:29:55,MOD-005
EVD-000536,CASE-00091,comment,COM-003538,2026-05-19 21:04:47,MOD-002
EVD-000537,CASE-00091,comment,COM-003540,2026-05-19 21:04:47,MOD-002
EVD-000538,CASE-00091,comment,COM-003543,2026-05-19 21:04:47,MOD-002
EVD-000539,CASE-00091,report,REP-001774,2026-05-19 21:04:47,MOD-002
EVD-000540,CASE-00091,report,REP-001779,2026-05-19 21:04:47,MOD-002
EVD-000541,CASE-00091,campaign,CAMP-013,2026-05-19 21:04:47,MOD-002
EVD-000542,CASE-00092,comment,COM-003565,2026-04-24 05:40:22,MOD-005
EVD-000543,CASE-00092,comment,COM-003559,2026-04-24 05:40:22,MOD-005
EVD-000544,CASE-00092,comment,COM-003561,2026-04-24 05:40:22,MOD-005
EVD-000545,CASE-00092,report,REP-001786,2026-04-24 05:40:22,MOD-005
EVD-000546,CASE-00092,report,REP-001788,2026-04-24 05:40:22,MOD-005
EVD-000547,CASE-00092,campaign,CAMP-010,2026-04-24 05:40:22,MOD-005
EVD-000548,CASE-00093,comment,COM-003573,2026-04-27 13:01:28,MOD-005
EVD-000549,CASE-00093,comment,COM-003588,2026-04-27 13:01:28,MOD-005
EVD-000550,CASE-00093,comment,COM-003586,2026-04-27 13:01:28,MOD-005
EVD-000551,CASE-00093,report,REP-001804,2026-04-27 13:01:28,MOD-005
EVD-000552,CASE-00093,report,REP-001803,2026-04-27 13:01:28,MOD-005
EVD-000553,CASE-00093,campaign,CAMP-015,2026-04-27 13:01:28,MOD-005
EVD-000554,CASE-00094,comment,COM-003597,2025-12-27 00:00:00,MOD-005
EVD-000555,CASE-00094,comment,COM-003610,2025-12-27 00:00:00,MOD-005
EVD-000556,CASE-00094,comment,COM-003613,2025-12-27 00:00:00,MOD-005
EVD-000557,CASE-00094,report,REP-001810,2025-12-27 00:00:00,MOD-005
EVD-000558,CASE-00094,report,REP-001809,2025-12-27 00:00:00,MOD-005
EVD-000559,CASE-00094,campaign,CAMP-006,2025-12-27 00:00:00,MOD-005
EVD-000560,CASE-00095,comment,COM-003650,2025-12-14 00:00:00,MOD-003
EVD-000561,CASE-00095,comment,COM-003632,2025-12-14 00:00:00,MOD-003
EVD-000562,CASE-00095,comment,COM-003634,2025-12-14 00:00:00,MOD-003
EVD-000563,CASE-00095,report,REP-001855,2025-12-14 00:00:00,MOD-003
EVD-000564,CASE-00095,report,REP-001854,2025-12-14 00:00:00,MOD-003
EVD-000565,CASE-00095,campaign,CAMP-010,2025-12-14 00:00:00,MOD-003
EVD-000566,CASE-00096,comment,COM-003670,2026-03-26 00:00:00,MOD-002
EVD-000567,CASE-00096,comment,COM-003675,2026-03-26 00:00:00,MOD-002
EVD-000568,CASE-00096,comment,COM-003695,2026-03-26 00:00:00,MOD-002
EVD-000569,CASE-00096,report,REP-001884,2026-03-26 00:00:00,MOD-002
EVD-000570,CASE-00096,report,REP-001887,2026-03-26 00:00:00,MOD-002
EVD-000571,CASE-00096,campaign,CAMP-001,2026-03-26 00:00:00,MOD-002
EVD-000572,CASE-00097,comment,COM-003712,2026-05-03 22:30:39,MOD-005
EVD-000573,CASE-00097,comment,COM-003726,2026-05-03 22:30:39,MOD-005
EVD-000574,CASE-00097,comment,COM-003724,2026-05-03 22:30:39,MOD-005
EVD-000575,CASE-00097,report,REP-001920,2026-05-03 22:30:39,MOD-005
EVD-000576,CASE-00097,report,REP-001921,2026-05-03 22:30:39,MOD-005
EVD-000577,CASE-00097,campaign,CAMP-012,2026-05-03 22:30:39,MOD-005
EVD-000578,CASE-00098,comment,COM-003748,2026-05-22 09:53:06,MOD-006
EVD-000579,CASE-00098,comment,COM-003754,2026-05-22 09:53:06,MOD-006
EVD-000580,CASE-00098,comment,COM-003780,2026-05-22 09:53:06,MOD-006
EVD-000581,CASE-00098,report,REP-001940,2026-05-22 09:53:06,MOD-006
EVD-000582,CASE-00098,report,REP-001939,2026-05-22 09:53:06,MOD-006
EVD-000583,CASE-00098,campaign,CAMP-007,2026-05-22 09:53:06,MOD-006
EVD-000584,CASE-00099,comment,COM-003791,2026-05-04 22:05:41,MOD-008
EVD-000585,CASE-00099,comment,COM-003794,2026-05-04 22:05:41,MOD-008
EVD-000586,CASE-00099,comment,COM-003797,2026-05-04 22:05:41,MOD-008
EVD-000587,CASE-00099,report,REP-001995,2026-05-04 22:05:41,MOD-008
EVD-000588,CASE-00099,report,REP-001997,2026-05-04 22:05:41,MOD-008
EVD-000589,CASE-00099,campaign,CAMP-011,2026-05-04 22:05:41,MOD-008
EVD-000590,CASE-00100,comment,COM-003844,2026-03-29 00:00:00,MOD-002
EVD-000591,CASE-00100,comment,COM-003824,2026-03-29 00:00:00,MOD-002
EVD-000592,CASE-00100,comment,COM-003833,2026-03-29 00:00:00,MOD-002
EVD-000593,CASE-00100,report,REP-002029,2026-03-29 00:00:00,MOD-002
EVD-000594,CASE-00100,report,REP-002028,2026-03-29 00:00:00,MOD-002
EVD-000595,CASE-00100,campaign,CAMP-006,2026-03-29 00:00:00,MOD-002
EVD-000596,CASE-00101,comment,COM-003880,2025-12-27 13:23:35,MOD-005
EVD-000597,CASE-00101,comment,COM-003867,2025-12-27 13:23:35,MOD-005
EVD-000598,CASE-00101,comment,COM-003866,2025-12-27 13:23:35,MOD-005
EVD-000599,CASE-00101,report,REP-002051,2025-12-27 13:23:35,MOD-005
EVD-000600,CASE-00101,report,REP-002053,2025-12-27 13:23:35,MOD-005
EVD-000601,CASE-00101,campaign,CAMP-003,2025-12-27 13:23:35,MOD-005
EVD-000602,CASE-00102,comment,COM-003890,2026-05-21 00:00:00,MOD-006
EVD-000603,CASE-00102,comment,COM-003891,2026-05-21 00:00:00,MOD-006
EVD-000604,CASE-00102,comment,COM-003893,2026-05-21 00:00:00,MOD-006
EVD-000605,CASE-00102,report,REP-002066,2026-05-21 00:00:00,MOD-006
EVD-000606,CASE-00102,report,REP-002064,2026-05-21 00:00:00,MOD-006
EVD-000607,CASE-00102,campaign,CAMP-009,2026-05-21 00:00:00,MOD-006
EVD-000608,CASE-00103,comment,COM-003912,2026-05-19 20:46:51,MOD-003
EVD-000609,CASE-00103,comment,COM-003913,2026-05-19 20:46:51,MOD-003
EVD-000610,CASE-00103,comment,COM-003910,2026-05-19 20:46:51,MOD-003
EVD-000611,CASE-00103,report,REP-002074,2026-05-19 20:46:51,MOD-003
EVD-000612,CASE-00103,report,REP-002078,2026-05-19 20:46:51,MOD-003
EVD-000613,CASE-00103,campaign,CAMP-011,2026-05-19 20:46:51,MOD-003
EVD-000614,CASE-00104,comment,COM-003928,2026-02-13 15:08:02,MOD-001
EVD-000615,CASE-00104,comment,COM-003945,2026-02-13 15:08:02,MOD-001
EVD-000616,CASE-00104,comment,COM-003941,2026-02-13 15:08:02,MOD-001
EVD-000617,CASE-00104,report,REP-002096,2026-02-13 15:08:02,MOD-001
EVD-000618,CASE-00104,report,REP-002099,2026-02-13 15:08:02,MOD-001
EVD-000619,CASE-00104,campaign,CAMP-007,2026-02-13 15:08:02,MOD-001
EVD-000620,CASE-00105,comment,COM-003957,2026-05-04 00:00:00,MOD-003
EVD-000621,CASE-00105,comment,COM-003965,2026-05-04 00:00:00,MOD-003
EVD-000622,CASE-00105,comment,COM-003966,2026-05-04 00:00:00,MOD-003
EVD-000623,CASE-00105,report,REP-002122,2026-05-04 00:00:00,MOD-003
EVD-000624,CASE-00105,report,REP-002121,2026-05-04 00:00:00,MOD-003
EVD-000625,CASE-00105,campaign,CAMP-004,2026-05-04 00:00:00,MOD-003
EVD-000626,CASE-00106,comment,COM-004014,2026-01-13 00:00:00,MOD-006
EVD-000627,CASE-00106,comment,COM-004009,2026-01-13 00:00:00,MOD-006
EVD-000628,CASE-00106,comment,COM-004023,2026-01-13 00:00:00,MOD-006
EVD-000629,CASE-00106,report,REP-002128,2026-01-13 00:00:00,MOD-006
EVD-000630,CASE-00106,report,REP-002130,2026-01-13 00:00:00,MOD-006
EVD-000631,CASE-00106,campaign,CAMP-011,2026-01-13 00:00:00,MOD-006
EVD-000632,CASE-00107,comment,COM-004047,2026-05-16 06:03:33,MOD-007
EVD-000633,CASE-00107,comment,COM-004039,2026-05-16 06:03:33,MOD-007
EVD-000634,CASE-00107,comment,COM-004043,2026-05-16 06:03:33,MOD-007
EVD-000635,CASE-00107,report,REP-002148,2026-05-16 06:03:33,MOD-007
EVD-000636,CASE-00107,report,REP-002149,2026-05-16 06:03:33,MOD-007
EVD-000637,CASE-00107,campaign,CAMP-014,2026-05-16 06:03:33,MOD-007
EVD-000638,CASE-00108,comment,COM-004074,2026-04-30 00:00:00,MOD-005
EVD-000639,CASE-00108,comment,COM-004072,2026-04-30 00:00:00,MOD-005
EVD-000640,CASE-00108,comment,COM-004077,2026-04-30 00:00:00,MOD-005
EVD-000641,CASE-00108,report,REP-002151,2026-04-30 00:00:00,MOD-005
EVD-000642,CASE-00108,report,REP-002150,2026-04-30 00:00:00,MOD-005
EVD-000643,CASE-00108,campaign,CAMP-016,2026-04-30 00:00:00,MOD-005
EVD-000644,CASE-00109,comment,COM-004120,2026-02-28 00:00:00,MOD-006
EVD-000645,CASE-00109,comment,COM-004123,2026-02-28 00:00:00,MOD-006
EVD-000646,CASE-00109,comment,COM-004131,2026-02-28 00:00:00,MOD-006
EVD-000647,CASE-00109,report,REP-002191,2026-02-28 00:00:00,MOD-006
EVD-000648,CASE-00109,report,REP-002190,2026-02-28 00:00:00,MOD-006
EVD-000649,CASE-00109,campaign,CAMP-012,2026-02-28 00:00:00,MOD-006
EVD-000650,CASE-00110,comment,COM-004147,2026-05-08 09:26:29,MOD-002
EVD-000651,CASE-00110,comment,COM-004146,2026-05-08 09:26:29,MOD-002
EVD-000652,CASE-00110,comment,COM-004160,2026-05-08 09:26:29,MOD-002
EVD-000653,CASE-00110,report,REP-002205,2026-05-08 09:26:29,MOD-002
EVD-000654,CASE-00110,report,REP-002206,2026-05-08 09:26:29,MOD-002
EVD-000655,CASE-00110,campaign,CAMP-014,2026-05-08 09:26:29,MOD-002
EVD-000656,CASE-00111,comment,COM-004167,2026-03-08 14:07:34,MOD-003
EVD-000657,CASE-00111,comment,COM-004180,2026-03-08 14:07:34,MOD-003
EVD-000658,CASE-00111,comment,COM-004168,2026-03-08 14:07:34,MOD-003
EVD-000659,CASE-00111,report,REP-002209,2026-03-08 14:07:34,MOD-003
EVD-000660,CASE-00111,report,REP-002210,2026-03-08 14:07:34,MOD-003
EVD-000661,CASE-00111,campaign,CAMP-015,2026-03-08 14:07:34,MOD-003
EVD-000662,CASE-00112,comment,COM-004226,2026-05-21 08:39:54,MOD-003
EVD-000663,CASE-00112,comment,COM-004189,2026-05-21 08:39:54,MOD-003
